,Borough,School_Num,School_Year,Indicator_1.1,Indicator_1.2,Indicator_2.2,Indicator_3.4,Indicator_4.2
439,M,132,2006-07,3.0,3.0,3.0,3.0,3.0
440,M,133,2006-07,4.0,4.0,4.0,4.0,4.0
441,M,154,2006-07,3.0,3.0,3.0,3.0,3.0
442,M,860,2006-07,4.0,3.0,3.0,3.0,3.0
443,R,044,2006-07,3.0,3.0,3.0,4.0,3.0
444,R,075,2006-07,4.0,4.0,3.0,4.0,4.0
445,K,069,2006-07,4.0,4.0,4.0,4.0,4.0
446,K,097,2006-07,4.0,4.0,4.0,4.0,4.0
447,K,099,2006-07,4.0,3.0,3.0,4.0,4.0
448,K,188,2006-07,4.0,4.0,4.0,4.0,3.0
449,K,212,2006-07,4.0,3.0,4.0,4.0,4.0
450,K,238,2006-07,3.0,4.0,4.0,4.0,3.0
451,K,253,2006-07,4.0,4.0,4.0,4.0,4.0
452,K,490,2006-07,4.0,4.0,4.0,4.0,4.0
453,M,129,2006-07,3.0,3.0,1.0,3.0,3.0
454,M,163,2006-07,4.0,4.0,4.0,4.0,4.0
455,M,173,2006-07,3.0,3.0,3.0,3.0,1.0
456,M,192,2006-07,4.0,4.0,3.0,3.0,3.0
457,M,322,2006-07,3.0,3.0,3.0,3.0,3.0
458,Q,147,2006-07,3.0,3.0,3.0,4.0,3.0
459,Q,161,2006-07,4.0,4.0,4.0,4.0,4.0
460,R,011,2006-07,3.0,3.0,3.0,3.0,4.0
461,R,050,2006-07,4.0,4.0,3.0,3.0,3.0
462,R,053,2006-07,4.0,4.0,4.0,4.0,4.0
463,R,080,2006-07,4.0,3.0,3.0,4.0,4.0
464,K,104,2006-07,4.0,3.0,3.0,4.0,4.0
465,K,200,2006-07,4.0,4.0,4.0,4.0,3.0
466,M,256,2006-07,3.0,3.0,3.0,3.0,4.0
467,M,319,2006-07,4.0,4.0,4.0,4.0,4.0
468,M,321,2006-07,3.0,3.0,3.0,3.0,3.0
469,M,325,2006-07,4.0,3.0,3.0,3.0,3.0
470,M,528,2006-07,4.0,4.0,4.0,4.0,4.0
471,R,005,2006-07,4.0,4.0,4.0,3.0,4.0
472,R,023,2006-07,4.0,4.0,4.0,4.0,4.0
473,R,060,2006-07,4.0,4.0,4.0,4.0,4.0
474,R,069,2006-07,4.0,4.0,4.0,4.0,4.0
475,K,048,2006-07,4.0,4.0,4.0,4.0,4.0
476,K,176,2006-07,4.0,4.0,4.0,4.0,4.0
477,K,204,2006-07,4.0,4.0,4.0,4.0,4.0
478,K,690,2006-07,4.0,4.0,4.0,4.0,4.0
479,M,166,2006-07,4.0,4.0,4.0,4.0,4.0
480,M,178,2006-07,4.0,4.0,4.0,4.0,4.0
481,R,004,2006-07,4.0,3.0,4.0,4.0,4.0
482,R,013,2006-07,3.0,4.0,3.0,4.0,4.0
483,R,014,2006-07,3.0,3.0,3.0,1.0,3.0
484,R,022,2006-07,4.0,4.0,4.0,4.0,4.0
485,R,054,2006-07,4.0,4.0,4.0,4.0,4.0
486,R,055,2006-07,4.0,4.0,4.0,4.0,4.0
487,R,056,2006-07,4.0,3.0,3.0,3.0,3.0
488,K,112,2006-07,4.0,4.0,4.0,4.0,4.0
489,K,164,2006-07,4.0,4.0,4.0,4.0,3.0
490,K,192,2006-07,4.0,4.0,4.0,4.0,3.0
491,K,216,2006-07,4.0,4.0,4.0,4.0,4.0
492,M,175,2006-07,4.0,4.0,4.0,4.0,4.0
493,R,019,2006-07,4.0,4.0,4.0,4.0,4.0
494,R,026,2006-07,3.0,3.0,3.0,3.0,3.0
495,R,031,2006-07,3.0,1.0,3.0,3.0,3.0
496,R,038,2006-07,4.0,4.0,4.0,4.0,4.0
497,R,046,2006-07,3.0,3.0,1.0,3.0,3.0
498,R,048,2006-07,4.0,4.0,3.0,4.0,4.0
499,K,185,2006-07,4.0,4.0,3.0,4.0,4.0
500,K,090,2006-07,4.0,4.0,4.0,4.0,4.0
501,K,121,2006-07,4.0,3.0,3.0,4.0,4.0
502,K,128,2006-07,4.0,3.0,3.0,4.0,3.0
503,K,170,2006-07,4.0,4.0,4.0,4.0,4.0
504,K,177,2006-07,4.0,3.0,4.0,4.0,4.0
505,K,179,2006-07,4.0,3.0,3.0,3.0,3.0
506,K,180,2006-07,3.0,1.0,3.0,3.0,3.0
507,K,199,2006-07,4.0,4.0,4.0,4.0,4.0
508,K,205,2006-07,3.0,3.0,3.0,3.0,4.0
509,K,209,2006-07,4.0,3.0,4.0,4.0,4.0
510,K,226,2006-07,3.0,3.0,3.0,3.0,3.0
511,K,227,2006-07,3.0,1.0,3.0,3.0,1.0
512,K,247,2006-07,4.0,4.0,4.0,4.0,4.0
513,K,259,2006-07,4.0,3.0,3.0,4.0,3.0
514,K,506,2006-07,4.0,3.0,3.0,3.0,4.0
515,R,003,2006-07,4.0,3.0,4.0,4.0,4.0
516,R,008,2006-07,4.0,3.0,4.0,4.0,4.0
517,R,018,2006-07,4.0,4.0,3.0,4.0,3.0
518,R,020,2006-07,4.0,4.0,4.0,4.0,4.0
519,R,021,2006-07,4.0,3.0,3.0,3.0,3.0
520,R,036,2006-07,4.0,3.0,3.0,3.0,3.0
521,R,039,2006-07,4.0,4.0,4.0,4.0,4.0
522,R,041,2006-07,4.0,4.0,4.0,4.0,4.0
523,K,030,2006-07,3.0,1.0,1.0,3.0,3.0
524,K,201,2006-07,4.0,4.0,4.0,4.0,4.0
525,K,344,2006-07,3.0,1.0,1.0,1.0,1.0
526,K,410,2006-07,3.0,3.0,3.0,3.0,3.0
527,K,445,2006-07,4.0,4.0,4.0,4.0,4.0
528,K,505,2006-07,4.0,4.0,4.0,4.0,4.0
529,K,525,2006-07,4.0,4.0,4.0,4.0,3.0
530,K,540,2006-07,4.0,4.0,4.0,4.0,4.0
531,K,620,2006-07,3.0,3.0,3.0,3.0,1.0
532,R,024,2006-07,4.0,4.0,3.0,3.0,4.0
533,R,047,2006-07,3.0,3.0,3.0,4.0,4.0
534,R,072,2006-07,4.0,4.0,4.0,4.0,3.0
535,R,440,2006-07,4.0,4.0,4.0,4.0,4.0
536,R,445,2006-07,3.0,1.0,3.0,3.0,3.0
537,R,450,2006-07,4.0,4.0,4.0,4.0,4.0
538,R,455,2006-07,4.0,4.0,4.0,4.0,4.0
539,K,220,2006-07,4.0,3.0,3.0,3.0,3.0
540,K,228,2006-07,3.0,3.0,3.0,3.0,3.0
541,K,239,2006-07,4.0,4.0,4.0,4.0,3.0
542,R,027,2006-07,3.0,3.0,1.0,3.0,3.0
543,R,034,2006-07,4.0,4.0,4.0,4.0,4.0
544,R,051,2006-07,4.0,3.0,3.0,3.0,3.0
545,R,061,2006-07,4.0,4.0,4.0,4.0,4.0
546,R,600,2006-07,4.0,4.0,4.0,4.0,4.0
547,R,605,2006-07,3.0,3.0,3.0,4.0,3.0
548,K,223,2006-07,4.0,3.0,3.0,3.0,4.0
549,K,281,2006-07,4.0,4.0,4.0,4.0,4.0
550,K,303,2006-07,4.0,3.0,4.0,4.0,4.0
551,M,695,2006-07,3.0,3.0,1.0,1.0,1.0
552,R,002,2006-07,4.0,3.0,4.0,4.0,4.0
553,R,049,2006-07,3.0,3.0,3.0,3.0,3.0
554,K,098,2006-07,3.0,3.0,4.0,4.0,3.0
555,R,460,2006-07,3.0,3.0,3.0,4.0,3.0
556,K,229,2006-07,4.0,4.0,3.0,4.0,3.0
557,R,001,2006-07,4.0,4.0,3.0,3.0,4.0
558,R,016,2006-07,3.0,3.0,4.0,3.0,3.0
559,R,052,2006-07,4.0,4.0,4.0,4.0,3.0
560,R,057,2006-07,4.0,3.0,3.0,4.0,4.0
561,K,100,2006-07,4.0,4.0,3.0,4.0,4.0
562,K,153,2006-07,3.0,3.0,3.0,4.0,3.0
563,K,160,2006-07,4.0,4.0,4.0,4.0,4.0
564,K,163,2006-07,4.0,4.0,4.0,4.0,4.0
565,K,329,2006-07,3.0,3.0,3.0,3.0,4.0
566,M,002,2006-07,4.0,3.0,4.0,4.0,4.0
567,M,011,2006-07,4.0,4.0,4.0,4.0,4.0
568,M,020,2006-07,4.0,4.0,4.0,4.0,4.0
569,M,041,2006-07,4.0,3.0,4.0,4.0,4.0
570,M,089,2006-07,4.0,4.0,4.0,4.0,3.0
571,M,142,2006-07,3.0,3.0,3.0,3.0,3.0
572,M,198,2006-07,3.0,1.0,3.0,3.0,3.0
573,M,212,2006-07,4.0,4.0,3.0,4.0,4.0
574,M,234,2006-07,3.0,1.0,3.0,3.0,3.0
575,M,290,2006-07,4.0,4.0,4.0,4.0,4.0
576,M,361,2006-07,4.0,3.0,3.0,4.0,3.0
577,Q,026,2006-07,4.0,4.0,4.0,4.0,3.0
578,R,030,2006-07,3.0,3.0,3.0,3.0,3.0
579,R,042,2006-07,4.0,3.0,4.0,4.0,4.0
580,M,001,2006-07,4.0,3.0,3.0,4.0,3.0
581,M,033,2006-07,4.0,4.0,3.0,4.0,4.0
582,K,127,2006-07,4.0,3.0,3.0,4.0,4.0
583,M,015,2006-07,1.0,3.0,1.0,1.0,1.0
584,M,019,2006-07,3.0,3.0,3.0,4.0,4.0
585,M,040,2006-07,4.0,4.0,4.0,4.0,4.0
586,M,042,2006-07,4.0,4.0,4.0,4.0,4.0
587,M,059,2006-07,4.0,4.0,4.0,4.0,4.0
588,M,063,2006-07,3.0,1.0,3.0,3.0,3.0
589,M,077,2006-07,4.0,4.0,4.0,4.0,4.0
590,M,116,2006-07,4.0,3.0,4.0,4.0,4.0
591,M,124,2006-07,4.0,3.0,4.0,4.0,4.0
592,M,137,2006-07,1.0,1.0,1.0,1.0,3.0
593,M,150,2006-07,4.0,4.0,4.0,4.0,4.0
594,M,158,2006-07,4.0,4.0,4.0,4.0,4.0
595,M,347,2006-07,4.0,1.0,4.0,4.0,4.0
596,K,053,2006-07,4.0,4.0,4.0,4.0,3.0
597,K,095,2006-07,3.0,1.0,1.0,3.0,4.0
598,K,141,2006-07,4.0,3.0,4.0,3.0,4.0
599,K,225,2006-07,4.0,3.0,3.0,4.0,4.0
600,K,288,2006-07,3.0,3.0,3.0,1.0,3.0
601,M,006,2006-07,3.0,3.0,1.0,3.0,3.0
602,M,013,2006-07,3.0,3.0,1.0,3.0,3.0
603,M,131,2006-07,4.0,4.0,4.0,4.0,4.0
604,M,167,2006-07,4.0,4.0,4.0,4.0,4.0
605,M,169,2006-07,4.0,1.0,3.0,4.0,3.0
606,M,217,2006-07,3.0,1.0,1.0,3.0,3.0
607,Q,993,2006-07,4.0,4.0,4.0,3.0,4.0
608,X,296,2006-07,3.0,3.0,1.0,3.0,3.0
609,M,034,2006-07,3.0,3.0,3.0,4.0,3.0
610,M,057,2006-07,4.0,4.0,3.0,4.0,4.0
611,M,101,2006-07,3.0,3.0,4.0,4.0,3.0
612,M,111,2006-07,3.0,3.0,3.0,3.0,3.0
613,M,126,2006-07,4.0,3.0,4.0,4.0,4.0
614,M,155,2006-07,4.0,4.0,4.0,4.0,4.0
615,M,182,2006-07,4.0,4.0,4.0,4.0,4.0
616,M,839,2006-07,4.0,4.0,4.0,4.0,4.0
617,X,005,2006-07,4.0,4.0,3.0,4.0,4.0
618,X,025,2006-07,3.0,3.0,3.0,3.0,3.0
619,X,203,2006-07,3.0,3.0,1.0,3.0,3.0
620,X,224,2006-07,1.0,1.0,1.0,1.0,1.0
621,X,298,2006-07,3.0,3.0,3.0,3.0,3.0
622,M,037,2006-07,3.0,3.0,3.0,3.0,3.0
623,M,083,2006-07,4.0,3.0,4.0,4.0,4.0
624,M,104,2006-07,3.0,3.0,3.0,4.0,4.0
625,M,108,2006-07,4.0,4.0,4.0,4.0,4.0
626,M,112,2006-07,4.0,4.0,4.0,4.0,4.0
627,M,140,2006-07,3.0,3.0,3.0,3.0,4.0
628,M,146,2006-07,4.0,4.0,3.0,4.0,4.0
629,M,825,2006-07,1.0,1.0,1.0,3.0,3.0
630,R,045,2006-07,4.0,3.0,3.0,3.0,4.0
631,X,001,2006-07,1.0,1.0,1.0,1.0,1.0
632,X,179,2006-07,4.0,1.0,4.0,4.0,4.0
633,X,220,2006-07,4.0,3.0,3.0,3.0,4.0
634,M,007,2006-07,3.0,3.0,1.0,3.0,4.0
635,M,038,2006-07,4.0,4.0,3.0,3.0,3.0
636,M,102,2006-07,3.0,3.0,3.0,3.0,3.0
637,M,184,2006-07,3.0,1.0,1.0,3.0,4.0
638,M,255,2006-07,4.0,4.0,4.0,4.0,4.0
639,M,260,2006-07,3.0,1.0,1.0,3.0,3.0
640,M,301,2006-07,3.0,1.0,3.0,3.0,3.0
641,X,029,2006-07,3.0,3.0,3.0,4.0,3.0
642,X,031,2006-07,3.0,3.0,4.0,4.0,4.0
643,X,223,2006-07,4.0,3.0,3.0,4.0,4.0
644,X,018,2006-07,4.0,4.0,4.0,4.0,4.0
645,K,375,2006-07,1.0,1.0,1.0,1.0,3.0
646,M,004,2006-07,4.0,4.0,3.0,3.0,3.0
647,M,051,2006-07,4.0,4.0,4.0,4.0,4.0
648,M,143,2006-07,3.0,3.0,3.0,4.0,3.0
649,M,152,2006-07,4.0,3.0,3.0,3.0,3.0
650,M,195,2006-07,3.0,3.0,3.0,3.0,3.0
651,Q,004,2006-07,4.0,3.0,4.0,4.0,4.0
652,X,030,2006-07,3.0,4.0,3.0,3.0,3.0
653,X,049,2006-07,3.0,3.0,3.0,4.0,4.0
654,X,300,2006-07,3.0,1.0,3.0,3.0,3.0
655,K,186,2006-07,4.0,3.0,4.0,3.0,4.0
656,K,272,2006-07,1.0,1.0,1.0,3.0,4.0
657,M,018,2006-07,3.0,3.0,3.0,3.0,3.0
658,M,072,2006-07,3.0,4.0,3.0,3.0,4.0
659,M,096,2006-07,4.0,3.0,3.0,4.0,4.0
660,M,171,2006-07,4.0,3.0,4.0,4.0,4.0
661,M,206,2006-07,3.0,3.0,3.0,3.0,4.0
662,X,043,2006-07,4.0,4.0,3.0,4.0,3.0
663,X,065,2006-07,1.0,3.0,1.0,1.0,1.0
664,X,156,2006-07,1.0,1.0,1.0,3.0,3.0
665,X,157,2006-07,3.0,3.0,3.0,3.0,3.0
666,X,161,2006-07,4.0,4.0,3.0,4.0,3.0
667,X,215,2006-07,3.0,3.0,3.0,3.0,3.0
668,X,277,2006-07,3.0,3.0,3.0,3.0,3.0
669,M,003,2006-07,4.0,4.0,4.0,4.0,4.0
670,M,028,2006-07,4.0,4.0,3.0,4.0,4.0
671,M,048,2006-07,3.0,3.0,3.0,3.0,3.0
672,M,098,2006-07,3.0,3.0,3.0,4.0,3.0
673,M,128,2006-07,3.0,3.0,3.0,3.0,3.0
674,M,189,2006-07,4.0,3.0,3.0,3.0,3.0
675,M,223,2006-07,3.0,3.0,3.0,3.0,3.0
676,M,117,2006-07,1.0,1.0,3.0,1.0,1.0
677,M,289,2006-07,3.0,3.0,3.0,4.0,4.0
678,M,408,2006-07,3.0,3.0,3.0,3.0,3.0
679,M,411,2006-07,4.0,3.0,3.0,3.0,4.0
680,M,416,2006-07,3.0,3.0,3.0,4.0,3.0
681,M,425,2006-07,4.0,1.0,3.0,4.0,3.0
682,M,429,2006-07,1.0,1.0,1.0,3.0,3.0
683,M,442,2006-07,3.0,3.0,3.0,4.0,3.0
684,M,509,2006-07,1.0,1.0,1.0,3.0,3.0
685,M,655,2006-07,3.0,3.0,3.0,3.0,3.0
686,M,896,2006-07,3.0,3.0,1.0,3.0,3.0
687,M,409,2006-07,4.0,3.0,3.0,4.0,4.0
688,M,419,2006-07,4.0,3.0,3.0,3.0,3.0
689,M,580,2006-07,3.0,3.0,3.0,3.0,3.0
690,M,635,2006-07,1.0,1.0,1.0,3.0,3.0
691,X,010,2006-07,3.0,3.0,3.0,3.0,3.0
692,X,012,2006-07,1.0,1.0,1.0,1.0,1.0
693,X,500,2006-07,3.0,3.0,3.0,3.0,3.0
694,K,001,2006-07,4.0,4.0,4.0,4.0,3.0
695,M,435,2006-07,3.0,3.0,3.0,4.0,4.0
696,M,440,2006-07,3.0,3.0,3.0,3.0,3.0
697,M,539,2006-07,1.0,1.0,1.0,1.0,1.0
698,M,811,2006-07,3.0,3.0,1.0,3.0,3.0
699,Q,501,2006-07,4.0,4.0,4.0,4.0,4.0
700,X,121,2006-07,4.0,4.0,3.0,4.0,3.0
701,X,176,2006-07,4.0,4.0,4.0,4.0,4.0
702,X,186,2006-07,4.0,4.0,4.0,3.0,4.0
703,X,413,2006-07,4.0,4.0,4.0,4.0,4.0
704,X,655,2006-07,3.0,3.0,3.0,3.0,3.0
705,X,670,2006-07,3.0,3.0,3.0,3.0,3.0
706,K,004,2006-07,3.0,3.0,3.0,3.0,3.0
707,M,138,2006-07,4.0,4.0,4.0,4.0,4.0
708,M,226,2006-07,4.0,4.0,4.0,4.0,4.0
709,M,400,2006-07,4.0,4.0,4.0,4.0,4.0
710,M,460,2006-07,3.0,3.0,3.0,3.0,3.0
711,M,489,2006-07,4.0,3.0,4.0,4.0,4.0
712,M,529,2006-07,3.0,1.0,1.0,3.0,3.0
713,M,555,2006-07,3.0,3.0,1.0,3.0,3.0
714,M,620,2006-07,3.0,3.0,3.0,3.0,1.0
715,M,630,2006-07,4.0,3.0,1.0,4.0,3.0
716,R,058,2006-07,4.0,4.0,4.0,4.0,4.0
717,X,440,2006-07,3.0,3.0,3.0,3.0,3.0
718,X,600,2006-07,3.0,3.0,1.0,3.0,3.0
719,K,008,2006-07,4.0,3.0,3.0,3.0,4.0
720,K,169,2006-07,4.0,4.0,4.0,3.0,4.0
721,K,448,2006-07,3.0,4.0,4.0,3.0,3.0
722,M,047,2006-07,3.0,3.0,3.0,3.0,3.0
723,M,413,2006-07,4.0,3.0,3.0,4.0,4.0
724,M,475,2006-07,4.0,3.0,3.0,4.0,3.0
725,M,520,2006-07,3.0,3.0,3.0,3.0,3.0
726,X,042,2006-07,4.0,4.0,4.0,4.0,4.0
727,X,352,2006-07,1.0,1.0,1.0,1.0,1.0
728,X,414,2006-07,3.0,4.0,4.0,4.0,4.0
729,K,089,2006-07,4.0,3.0,4.0,3.0,4.0
730,K,510,2006-07,3.0,3.0,3.0,3.0,3.0
731,M,005,2006-07,4.0,3.0,4.0,4.0,3.0
732,M,364,2006-07,4.0,4.0,4.0,4.0,4.0
733,M,439,2006-07,4.0,3.0,4.0,4.0,4.0
734,M,448,2006-07,3.0,3.0,3.0,3.0,4.0
735,M,500,2006-07,4.0,3.0,3.0,4.0,4.0
736,M,670,2006-07,3.0,3.0,4.0,3.0,3.0
737,M,690,2006-07,1.0,1.0,1.0,3.0,3.0
738,X,442,2006-07,3.0,1.0,3.0,3.0,1.0
739,X,520,2006-07,3.0,3.0,1.0,3.0,3.0
740,X,301,2006-07,4.0,4.0,4.0,3.0,3.0
741,K,011,2006-07,3.0,1.0,3.0,3.0,3.0
742,K,027,2006-07,1.0,1.0,1.0,1.0,1.0
743,K,029,2006-07,4.0,4.0,4.0,4.0,4.0
744,K,036,2006-07,3.0,3.0,3.0,3.0,3.0
745,K,046,2006-07,3.0,1.0,3.0,3.0,3.0
746,K,077,2006-07,4.0,3.0,3.0,4.0,4.0
747,K,147,2006-07,4.0,4.0,3.0,4.0,4.0
748,K,443,2006-07,3.0,3.0,3.0,3.0,3.0
749,M,079,2006-07,3.0,3.0,1.0,3.0,3.0
750,M,311,2006-07,4.0,3.0,4.0,4.0,4.0
751,M,318,2006-07,3.0,3.0,3.0,3.0,3.0
752,M,531,2006-07,3.0,1.0,3.0,3.0,3.0
753,M,600,2006-07,4.0,4.0,4.0,4.0,4.0
754,M,964,2006-07,3.0,3.0,1.0,4.0,4.0
755,Q,009,2006-07,3.0,1.0,3.0,3.0,3.0
756,Q,255,2006-07,4.0,4.0,4.0,4.0,4.0
757,X,168,2006-07,4.0,4.0,4.0,4.0,4.0
758,X,188,2006-07,4.0,4.0,4.0,4.0,4.0
759,X,243,2006-07,3.0,1.0,3.0,3.0,3.0
760,X,293,2006-07,4.0,3.0,3.0,4.0,4.0
761,K,321,2006-07,4.0,3.0,4.0,4.0,4.0
762,M,183,2006-07,3.0,3.0,3.0,4.0,4.0
763,M,194,2006-07,4.0,4.0,3.0,3.0,3.0
764,K,010,2006-07,4.0,4.0,4.0,4.0,3.0
765,K,020,2006-07,3.0,1.0,1.0,3.0,3.0
766,K,056,2006-07,4.0,4.0,4.0,3.0,3.0
767,K,146,2006-07,4.0,3.0,4.0,4.0,4.0
768,K,172,2006-07,4.0,4.0,4.0,4.0,4.0
769,K,230,2006-07,4.0,4.0,3.0,4.0,4.0
770,K,257,2006-07,3.0,3.0,3.0,3.0,3.0
771,K,340,2006-07,3.0,3.0,1.0,1.0,1.0
772,K,420,2006-07,3.0,3.0,1.0,3.0,3.0
773,M,210,2006-07,4.0,4.0,3.0,3.0,4.0
774,M,292,2006-07,3.0,3.0,3.0,3.0,3.0
775,M,314,2006-07,4.0,3.0,3.0,4.0,4.0
776,Q,151,2006-07,4.0,3.0,3.0,4.0,3.0
777,X,221,2006-07,3.0,3.0,3.0,3.0,3.0
778,M,363,2006-07,4.0,3.0,3.0,3.0,4.0
779,X,237,2006-07,3.0,3.0,3.0,3.0,3.0
780,K,003,2006-07,3.0,3.0,3.0,3.0,3.0
781,K,005,2006-07,4.0,4.0,3.0,3.0,3.0
782,K,140,2006-07,3.0,1.0,3.0,4.0,3.0
783,K,231,2006-07,3.0,3.0,3.0,3.0,3.0
784,K,502,2006-07,4.0,3.0,1.0,3.0,3.0
785,M,542,2006-07,4.0,4.0,4.0,4.0,4.0
786,M,625,2006-07,3.0,3.0,3.0,4.0,4.0
787,X,022,2006-07,3.0,3.0,3.0,4.0,3.0
788,X,064,2006-07,3.0,3.0,1.0,3.0,3.0
789,X,250,2006-07,4.0,3.0,4.0,4.0,4.0
790,X,279,2006-07,3.0,3.0,3.0,4.0,3.0
791,X,291,2006-07,4.0,3.0,3.0,4.0,4.0
792,X,543,2006-07,3.0,3.0,3.0,3.0,3.0
793,X,549,2006-07,3.0,3.0,3.0,3.0,4.0
794,K,507,2006-07,4.0,4.0,4.0,4.0,4.0
795,Q,228,2006-07,4.0,4.0,4.0,4.0,4.0
796,X,016,2006-07,4.0,4.0,4.0,4.0,3.0
797,X,284,2006-07,4.0,3.0,4.0,4.0,4.0
798,K,025,2006-07,4.0,4.0,3.0,3.0,3.0
799,K,038,2006-07,3.0,4.0,3.0,3.0,3.0
800,K,084,2006-07,3.0,3.0,1.0,3.0,3.0
801,K,131,2006-07,4.0,3.0,4.0,4.0,4.0
802,K,132,2006-07,4.0,3.0,4.0,4.0,4.0
803,K,250,2006-07,4.0,4.0,4.0,4.0,4.0
804,X,007,2006-07,3.0,3.0,3.0,3.0,3.0
805,X,009,2006-07,4.0,3.0,3.0,4.0,4.0
806,X,011,2006-07,3.0,3.0,3.0,4.0,3.0
807,X,028,2006-07,3.0,3.0,3.0,3.0,3.0
808,X,055,2006-07,4.0,3.0,3.0,4.0,3.0
809,X,058,2006-07,3.0,3.0,3.0,3.0,3.0
810,X,154,2006-07,4.0,4.0,3.0,4.0,3.0
811,X,205,2006-07,4.0,3.0,4.0,4.0,4.0
812,X,405,2006-07,3.0,3.0,3.0,4.0,3.0
813,M,605,2006-07,4.0,3.0,3.0,4.0,3.0
814,Q,259,2006-07,3.0,1.0,3.0,3.0,3.0
815,X,002,2006-07,3.0,3.0,3.0,4.0,4.0
816,X,063,2006-07,4.0,4.0,4.0,4.0,4.0
817,X,207,2006-07,4.0,4.0,4.0,4.0,4.0
818,X,541,2006-07,1.0,1.0,1.0,1.0,1.0
819,K,113,2006-07,3.0,3.0,3.0,3.0,3.0
820,K,050,2006-07,3.0,3.0,1.0,3.0,1.0
821,K,058,2006-07,3.0,3.0,3.0,3.0,3.0
822,K,258,2006-07,3.0,3.0,3.0,4.0,3.0
823,K,499,2006-07,3.0,4.0,4.0,4.0,4.0
824,K,811,2006-07,3.0,1.0,1.0,3.0,3.0
825,M,565,2006-07,4.0,4.0,4.0,4.0,4.0
826,M,721,2006-07,3.0,3.0,1.0,3.0,3.0
827,M,751,2006-07,4.0,1.0,4.0,4.0,3.0
828,X,045,2006-07,3.0,3.0,3.0,4.0,4.0
829,X,159,2006-07,3.0,3.0,3.0,3.0,3.0
830,X,244,2006-07,3.0,3.0,3.0,3.0,4.0
831,X,254,2006-07,4.0,3.0,3.0,3.0,3.0
832,X,297,2006-07,3.0,3.0,3.0,3.0,3.0
833,X,310,2006-07,4.0,4.0,3.0,4.0,4.0
834,X,811,2006-07,3.0,3.0,1.0,3.0,3.0
835,K,117,2006-07,3.0,3.0,1.0,3.0,1.0
836,X,545,2006-07,4.0,3.0,3.0,4.0,3.0
837,K,474,2006-07,1.0,1.0,1.0,3.0,3.0
838,K,497,2006-07,3.0,3.0,3.0,4.0,3.0
839,K,530,2006-07,3.0,1.0,3.0,3.0,3.0
840,K,640,2006-07,3.0,3.0,3.0,3.0,3.0
841,X,213,2006-07,3.0,3.0,3.0,3.0,3.0
842,X,437,2006-07,4.0,3.0,3.0,4.0,3.0
843,X,439,2006-07,3.0,3.0,4.0,4.0,3.0
844,X,546,2006-07,4.0,3.0,3.0,4.0,3.0
845,K,103,2006-07,3.0,4.0,3.0,3.0,3.0
846,K,265,2006-07,4.0,4.0,3.0,3.0,4.0
847,K,558,2006-07,1.0,1.0,1.0,3.0,3.0
848,X,128,2006-07,3.0,3.0,3.0,4.0,3.0
849,X,206,2006-07,4.0,3.0,3.0,3.0,3.0
850,X,276,2006-07,1.0,1.0,1.0,3.0,1.0
851,X,308,2006-07,3.0,3.0,3.0,3.0,3.0
852,X,327,2006-07,4.0,1.0,4.0,4.0,3.0
853,X,660,2006-07,3.0,3.0,3.0,3.0,3.0
854,K,015,2006-07,4.0,3.0,4.0,4.0,4.0
855,K,018,2006-07,3.0,3.0,3.0,3.0,3.0
856,K,032,2006-07,4.0,3.0,4.0,4.0,4.0
857,K,054,2006-07,3.0,3.0,3.0,3.0,3.0
858,K,256,2006-07,3.0,3.0,3.0,3.0,4.0
859,K,304,2006-07,1.0,3.0,3.0,3.0,1.0
860,K,368,2006-07,3.0,3.0,3.0,3.0,3.0
861,K,369,2006-07,4.0,4.0,4.0,4.0,4.0
862,K,372,2006-07,4.0,3.0,4.0,4.0,4.0
863,K,419,2006-07,3.0,1.0,1.0,3.0,1.0
864,K,509,2006-07,3.0,3.0,3.0,3.0,3.0
865,K,549,2006-07,4.0,4.0,3.0,4.0,4.0
866,M,035,2006-07,4.0,3.0,4.0,4.0,4.0
867,M,463,2006-07,4.0,4.0,4.0,4.0,3.0
868,M,468,2006-07,4.0,4.0,4.0,4.0,4.0
869,M,544,2006-07,3.0,3.0,3.0,4.0,3.0
870,M,586,2006-07,3.0,3.0,3.0,3.0,3.0
871,Q,224,2006-07,4.0,4.0,3.0,3.0,4.0
872,X,008,2006-07,3.0,4.0,4.0,4.0,4.0
873,X,017,2006-07,4.0,1.0,3.0,3.0,4.0
874,X,054,2006-07,3.0,3.0,1.0,3.0,3.0
875,X,079,2006-07,3.0,3.0,3.0,4.0,3.0
876,X,132,2006-07,1.0,1.0,1.0,3.0,3.0
877,X,163,2006-07,3.0,1.0,3.0,3.0,4.0
878,X,199,2006-07,3.0,3.0,3.0,4.0,4.0
879,X,270,2006-07,4.0,4.0,3.0,3.0,4.0
880,X,390,2006-07,3.0,3.0,3.0,3.0,3.0
881,K,605,2006-07,3.0,3.0,3.0,3.0,3.0
882,X,053,2006-07,4.0,3.0,3.0,4.0,3.0
883,X,094,2006-07,1.0,1.0,3.0,3.0,3.0
884,K,024,2006-07,4.0,4.0,4.0,4.0,4.0
885,K,044,2006-07,4.0,3.0,3.0,4.0,4.0
886,K,094,2006-07,4.0,4.0,4.0,4.0,4.0
887,K,297,2006-07,4.0,4.0,3.0,4.0,4.0
